# B2
41,28,1
41,70,1
41,71,1
41,72,1
42,37,1
42,70,-1
42,73,1
42,74,1
43,29,1
43,38,1
43,75,1
43,76,1
43,77,1
44,30,1
44,71,-1
44,75,-1
44,78,1
44,79,1
45,76,-1
45,78,-1
45,80,1
45,81,1
46,39,1
46,73,-1
46,77,-1
46,80,-1
46,82,1
47,72,-1
47,74,-1
47,79,-1
47,81,-1
47,82,-1
48,44,1
48,83,1
48,84,1
49,83,-1
49,85,1
49,86,1
49,87,1
50,85,-1
50,88,1
51,5,1
51,45,1
51,89,1
51,90,1
52,46,1
52,84,-1
52,86,-1
52,89,-1
52,91,1
52,92,1
53,87,-1
53,88,-1
53,91,-1
53,93,1
54,90,-1
54,92,-1
54,93,-1
55,57,1
55,94,1
55,95,1
56,83,1
56,96,1
56,97,1
56,98,1
57,94,-1
57,99,1
57,100,1
57,101,1
58,96,-1
58,99,-1
58,102,1
59,17,1
59,47,1
59,58,1
59,103,1
59,104,1
59,105,1
60,48,1
60,84,1
60,97,-1
60,103,-1
60,106,1
60,107,1
61,59,1
61,95,-1
61,100,-1
61,104,-1
61,108,1
61,109,1
62,98,-1
62,101,-1
62,102,-1
62,106,-1
62,108,-1
62,110,1
63,105,-1
63,107,-1
63,109,-1
63,110,-1
64,70,1
64,111,1
64,112,1
65,94,1
65,113,1
65,114,1
65,115,1
66,111,-1
66,116,1
66,117,1
66,118,1
67,113,-1
67,116,-1
67,119,1
68,31,1
68,60,1
68,71,1
68,120,1
68,121,1
68,122,1
69,61,1
69,95,1
69,114,-1
69,120,-1
69,123,1
69,124,1
70,72,1
70,112,-1
70,117,-1
70,121,-1
70,125,1
70,126,1
71,115,-1
71,118,-1
71,119,-1
71,123,-1
71,125,-1
71,127,1
72,122,-1
72,124,-1
72,126,-1
72,127,-1
73,111,1
73,128,1
73,129,1
73,130,1
74,128,-1
74,131,1
75,40,1
75,73,1
75,132,1
75,133,1
76,74,1
76,112,1
76,129,-1
76,132,-1
76,134,1
76,135,1
77,130,-1
77,131,-1
77,134,-1
77,136,1
78,133,-1
78,135,-1
78,136,-1
79,85,1
79,137,1
79,138,1
79,139,1
80,96,1
80,137,-1
80,140,1
80,141,1
81,86,1
81,97,1
81,142,1
81,143,1
81,144,1
82,87,1
82,138,-1
82,142,-1
82,145,1
82,146,1
83,143,-1
83,145,-1
83,147,1
83,148,1
84,98,1
84,140,-1
84,144,-1
84,147,-1
84,149,1
85,139,-1
85,141,-1
85,146,-1
85,148,-1
85,149,-1
86,99,1
86,150,1
86,151,1
86,152,1
87,113,1
87,150,-1
87,153,1
87,154,1
88,100,1
88,114,1
88,155,1
88,156,1
88,157,1
89,101,1
89,151,-1
89,155,-1
89,158,1
89,159,1
90,156,-1
90,158,-1
90,160,1
90,161,1
91,115,1
91,153,-1
91,157,-1
91,160,-1
91,162,1
92,152,-1
92,154,-1
92,159,-1
92,161,-1
92,162,-1
93,116,1
93,163,1
93,164,1
93,165,1
94,128,1
94,163,-1
94,166,1
94,167,1
95,117,1
95,129,1
95,168,1
95,169,1
95,170,1
96,118,1
96,164,-1
96,168,-1
96,171,1
96,172,1
97,169,-1
97,171,-1
97,173,1
97,174,1
98,130,1
98,166,-1
98,170,-1
98,173,-1
98,175,1
99,165,-1
99,167,-1
99,172,-1
99,174,-1
99,175,-1
100,137,1
100,176,1
100,177,1
101,176,-1
101,178,1
101,179,1
101,180,1
102,178,-1
102,181,1
103,88,1
103,138,1
103,182,1
103,183,1
104,139,1
104,177,-1
104,179,-1
104,182,-1
104,184,1
104,185,1
105,180,-1
105,181,-1
105,184,-1
105,186,1
106,183,-1
106,185,-1
106,186,-1
107,150,1
107,187,1
107,188,1
108,176,1
108,189,1
108,190,1
108,191,1
109,187,-1
109,192,1
109,193,1
109,194,1
110,189,-1
110,192,-1
110,195,1
111,102,1
111,140,1
111,151,1
111,196,1
111,197,1
111,198,1
112,141,1
112,177,1
112,190,-1
112,196,-1
112,199,1
112,200,1
113,152,1
113,188,-1
113,193,-1
113,197,-1
113,201,1
113,202,1
114,191,-1
114,194,-1
114,195,-1
114,199,-1
114,201,-1
114,203,1
115,198,-1
115,200,-1
115,202,-1
115,203,-1
116,163,1
116,204,1
116,205,1
117,187,1
117,206,1
117,207,1
117,208,1
118,204,-1
118,209,1
118,210,1
118,211,1
119,206,-1
119,209,-1
119,212,1
120,119,1
120,153,1
120,164,1
120,213,1
120,214,1
120,215,1
121,154,1
121,188,1
121,207,-1
121,213,-1
121,216,1
121,217,1
122,165,1
122,205,-1
122,210,-1
122,214,-1
122,218,1
122,219,1
123,208,-1
123,211,-1
123,212,-1
123,216,-1
123,218,-1
123,220,1
124,215,-1
124,217,-1
124,219,-1
124,220,-1
125,204,1
125,221,1
125,222,1
125,223,1
126,221,-1
126,224,1
127,131,1
127,166,1
127,225,1
127,226,1
128,167,1
128,205,1
128,222,-1
128,225,-1
128,227,1
128,228,1
129,223,-1
129,224,-1
129,227,-1
129,229,1
130,226,-1
130,228,-1
130,229,-1
131,178,1
131,230,1
131,231,1
131,232,1
132,189,1
132,230,-1
132,233,1
132,234,1
133,179,1
133,190,1
133,235,1
133,236,1
133,237,1
134,180,1
134,231,-1
134,235,-1
134,238,1
134,239,1
135,236,-1
135,238,-1
135,240,1
135,241,1
136,191,1
136,233,-1
136,237,-1
136,240,-1
136,242,1
137,232,-1
137,234,-1
137,239,-1
137,241,-1
137,242,-1
138,192,1
138,243,1
138,244,1
138,245,1
139,206,1
139,243,-1
139,246,1
139,247,1
140,193,1
140,207,1
140,248,1
140,249,1
140,250,1
141,194,1
141,244,-1
141,248,-1
141,251,1
141,252,1
142,249,-1
142,251,-1
142,253,1
142,254,1
143,208,1
143,246,-1
143,250,-1
143,253,-1
143,255,1
144,245,-1
144,247,-1
144,252,-1
144,254,-1
144,255,-1
145,209,1
145,256,1
145,257,1
145,258,1
146,221,1
146,256,-1
146,259,1
146,260,1
147,210,1
147,222,1
147,261,1
147,262,1
147,263,1
148,211,1
148,257,-1
148,261,-1
148,264,1
148,265,1
149,262,-1
149,264,-1
149,266,1
149,267,1
150,223,1
150,259,-1
150,263,-1
150,266,-1
150,268,1
151,258,-1
151,260,-1
151,265,-1
151,267,-1
151,268,-1
152,230,1
152,269,1
153,181,1
153,231,1
153,270,1
153,271,1
154,232,1
154,269,-1
154,270,-1
154,272,1
155,271,-1
155,272,-1
156,243,1
156,273,1
157,195,1
157,233,1
157,244,1
157,274,1
157,275,1
157,276,1
158,234,1
158,269,1
158,274,-1
158,277,1
159,245,1
159,273,-1
159,275,-1
159,278,1
160,276,-1
160,277,-1
160,278,-1
161,256,1
161,279,1
162,212,1
162,246,1
162,257,1
162,280,1
162,281,1
162,282,1
163,247,1
163,273,1
163,280,-1
163,283,1
164,258,1
164,279,-1
164,281,-1
164,284,1
165,282,-1
165,283,-1
165,284,-1
166,224,1
166,259,1
166,285,1
166,286,1
167,260,1
167,279,1
167,285,-1
167,287,1
168,286,-1
168,287,-1
169,6,1
169,49,1
169,288,1
169,289,1
169,290,1
170,50,1
170,288,-1
170,291,1
170,292,1
171,18,1
171,51,1
171,291,-1
171,293,1
171,294,1
172,7,1
172,289,-1
172,295,1
172,296,1
173,19,1
173,293,-1
173,295,-1
173,297,1
174,290,-1
174,292,-1
174,294,-1
174,296,-1
174,297,-1
175,20,1
175,62,1
175,298,1
175,299,1
175,300,1
176,63,1
176,298,-1
176,301,1
176,302,1
177,32,1
177,64,1
177,301,-1
177,303,1
177,304,1
178,21,1
178,299,-1
178,305,1
178,306,1
179,33,1
179,303,-1
179,305,-1
179,307,1
180,300,-1
180,302,-1
180,304,-1
180,306,-1
180,307,-1
181,34,1
181,75,1
181,308,1
181,309,1
181,310,1
182,76,1
182,308,-1
182,311,1
182,312,1
183,41,1
183,77,1
183,311,-1
183,313,1
183,314,1
184,35,1
184,309,-1
184,315,1
184,316,1
185,42,1
185,313,-1
185,315,-1
185,317,1
186,310,-1
186,312,-1
186,314,-1
186,316,-1
186,317,-1
187,52,1
187,288,1
187,318,1
187,319,1
188,53,1
188,89,1
188,318,-1
188,320,1
188,321,1
189,8,1
189,289,1
189,322,1
189,323,1
190,290,1
190,319,-1
190,320,-1
190,322,-1
190,324,1
191,90,1
191,321,-1
191,323,-1
191,324,-1
192,54,1
192,291,1
192,325,1
192,326,1
193,55,1
193,318,1
193,325,-1
193,327,1
194,292,1
194,319,1
194,326,-1
194,327,-1
195,65,1
195,298,1
195,328,1
195,329,1
196,56,1
196,103,1
196,325,1
196,330,1
196,331,1
197,66,1
197,104,1
197,328,-1
197,332,1
197,333,1
198,22,1
198,293,1
198,299,1
198,334,1
198,335,1
198,336,1
199,294,1
199,326,1
199,330,-1
199,334,-1
199,337,1
200,300,1
200,329,-1
200,332,-1
200,335,-1
200,338,1
201,105,1
201,331,-1
201,333,-1
201,336,-1
201,337,-1
201,338,-1
202,67,1
202,301,1
202,339,1
202,340,1
203,68,1
203,328,1
203,339,-1
203,341,1
204,302,1
204,329,1
204,340,-1
204,341,-1
205,78,1
205,308,1
205,342,1
205,343,1
206,69,1
206,120,1
206,339,1
206,344,1
206,345,1
207,79,1
207,121,1
207,342,-1
207,346,1
207,347,1
208,36,1
208,303,1
208,309,1
208,348,1
208,349,1
208,350,1
209,304,1
209,340,1
209,344,-1
209,348,-1
209,351,1
210,310,1
210,343,-1
210,346,-1
210,349,-1
210,352,1
211,122,1
211,345,-1
211,347,-1
211,350,-1
211,351,-1
211,352,-1
212,80,1
212,311,1
212,353,1
212,354,1
213,81,1
213,342,1
213,353,-1
213,355,1
214,312,1
214,343,1
214,354,-1
214,355,-1
215,82,1
215,132,1
215,353,1
215,356,1
215,357,1
216,43,1
216,313,1
216,358,1
216,359,1
217,314,1
217,354,1
217,356,-1
217,358,-1
217,360,1
218,133,1
218,357,-1
218,359,-1
218,360,-1
219,91,1
219,142,1
219,361,1
219,362,1
219,363,1
220,143,1
220,361,-1
220,364,1
220,365,1
221,106,1
221,144,1
221,364,-1
221,366,1
221,367,1
222,320,1
222,327,1
222,330,1
222,368,1
222,369,1
223,92,1
223,321,1
223,362,-1
223,368,-1
223,370,1
223,371,1
224,107,1
224,331,1
224,366,-1
224,369,-1
224,370,-1
224,372,1
225,363,-1
225,365,-1
225,367,-1
225,371,-1
225,372,-1
226,108,1
226,155,1
226,373,1
226,374,1
226,375,1
227,156,1
227,373,-1
227,376,1
227,377,1
228,123,1
228,157,1
228,376,-1
228,378,1
228,379,1
229,332,1
229,341,1
229,344,1
229,380,1
229,381,1
230,109,1
230,333,1
230,374,-1
230,380,-1
230,382,1
230,383,1
231,124,1
231,345,1
231,378,-1
231,381,-1
231,382,-1
231,384,1
232,375,-1
232,377,-1
232,379,-1
232,383,-1
232,384,-1
233,125,1
233,168,1
233,385,1
233,386,1
233,387,1
234,169,1
234,385,-1
234,388,1
234,389,1
235,134,1
235,170,1
235,388,-1
235,390,1
235,391,1
236,346,1
236,355,1
236,356,1
236,392,1
236,393,1
237,126,1
237,347,1
237,386,-1
237,392,-1
237,394,1
237,395,1
238,135,1
238,357,1
238,390,-1
238,393,-1
238,394,-1
238,396,1
239,387,-1
239,389,-1
239,391,-1
239,395,-1
239,396,-1
240,145,1
240,361,1
240,397,1
240,398,1
241,146,1
241,182,1
241,397,-1
241,399,1
241,400,1
242,93,1
242,362,1
242,401,1
242,402,1
243,363,1
243,398,-1
243,399,-1
243,401,-1
243,403,1
244,183,1
244,400,-1
244,402,-1
244,403,-1
245,147,1
245,364,1
245,404,1
245,405,1
246,148,1
246,397,1
246,404,-1
246,406,1
247,365,1
247,398,1
247,405,-1
247,406,-1
248,158,1
248,373,1
248,407,1
248,408,1
249,149,1
249,196,1
249,404,1
249,409,1
249,410,1
250,159,1
250,197,1
250,407,-1
250,411,1
250,412,1
251,110,1
251,366,1
251,374,1
251,413,1
251,414,1
251,415,1
252,367,1
252,405,1
252,409,-1
252,413,-1
252,416,1
253,375,1
253,408,-1
253,411,-1
253,414,-1
253,417,1
254,198,1
254,410,-1
254,412,-1
254,415,-1
254,416,-1
254,417,-1
255,160,1
255,376,1
255,418,1
255,419,1
256,161,1
256,407,1
256,418,-1
256,420,1
257,377,1
257,408,1
257,419,-1
257,420,-1
258,171,1
258,385,1
258,421,1
258,422,1
259,162,1
259,213,1
259,418,1
259,423,1
259,424,1
260,172,1
260,214,1
260,421,-1
260,425,1
260,426,1
261,127,1
261,378,1
261,386,1
261,427,1
261,428,1
261,429,1
262,379,1
262,419,1
262,423,-1
262,427,-1
262,430,1
263,387,1
263,422,-1
263,425,-1
263,428,-1
263,431,1
264,215,1
264,424,-1
264,426,-1
264,429,-1
264,430,-1
264,431,-1
265,173,1
265,388,1
265,432,1
265,433,1
266,174,1
266,421,1
266,432,-1
266,434,1
267,389,1
267,422,1
267,433,-1
267,434,-1
268,175,1
268,225,1
268,432,1
268,435,1
268,436,1
269,136,1
269,390,1
269,437,1
269,438,1
270,391,1
270,433,1
270,435,-1
270,437,-1
270,439,1
271,226,1
271,436,-1
271,438,-1
271,439,-1
272,184,1
272,235,1
272,440,1
272,441,1
272,442,1
273,236,1
273,440,-1
273,443,1
273,444,1
274,199,1
274,237,1
274,443,-1
274,445,1
274,446,1
275,399,1
275,406,1
275,409,1
275,447,1
275,448,1
276,185,1
276,400,1
276,441,-1
276,447,-1
276,449,1
276,450,1
277,200,1
277,410,1
277,445,-1
277,448,-1
277,449,-1
277,451,1
278,442,-1
278,444,-1
278,446,-1
278,450,-1
278,451,-1
279,201,1
279,248,1
279,452,1
279,453,1
279,454,1
280,249,1
280,452,-1
280,455,1
280,456,1
281,216,1
281,250,1
281,455,-1
281,457,1
281,458,1
282,411,1
282,420,1
282,423,1
282,459,1
282,460,1
283,202,1
283,412,1
283,453,-1
283,459,-1
283,461,1
283,462,1
284,217,1
284,424,1
284,457,-1
284,460,-1
284,461,-1
284,463,1
285,454,-1
285,456,-1
285,458,-1
285,462,-1
285,463,-1
286,218,1
286,261,1
286,464,1
286,465,1
286,466,1
287,262,1
287,464,-1
287,467,1
287,468,1
288,227,1
288,263,1
288,467,-1
288,469,1
288,470,1
289,425,1
289,434,1
289,435,1
289,471,1
289,472,1
290,219,1
290,426,1
290,465,-1
290,471,-1
290,473,1
290,474,1
291,228,1
291,436,1
291,469,-1
291,472,-1
291,473,-1
291,475,1
292,466,-1
292,468,-1
292,470,-1
292,474,-1
292,475,-1
293,238,1
293,440,1
293,476,1
293,477,1
294,239,1
294,270,1
294,476,-1
294,478,1
294,479,1
295,186,1
295,441,1
295,480,1
295,481,1
296,442,1
296,477,-1
296,478,-1
296,480,-1
296,482,1
297,271,1
297,479,-1
297,481,-1
297,482,-1
298,240,1
298,443,1
298,483,1
298,484,1
299,241,1
299,476,1
299,483,-1
299,485,1
300,444,1
300,477,1
300,484,-1
300,485,-1
301,251,1
301,452,1
301,486,1
301,487,1
302,242,1
302,274,1
302,483,1
302,488,1
302,489,1
303,252,1
303,275,1
303,486,-1
303,490,1
303,491,1
304,203,1
304,445,1
304,453,1
304,492,1
304,493,1
304,494,1
305,446,1
305,484,1
305,488,-1
305,492,-1
305,495,1
306,454,1
306,487,-1
306,490,-1
306,493,-1
306,496,1
307,276,1
307,489,-1
307,491,-1
307,494,-1
307,495,-1
307,496,-1
308,253,1
308,455,1
308,497,1
308,498,1
309,254,1
309,486,1
309,497,-1
309,499,1
310,456,1
310,487,1
310,498,-1
310,499,-1
311,264,1
311,464,1
311,500,1
311,501,1
312,255,1
312,280,1
312,497,1
312,502,1
312,503,1
313,265,1
313,281,1
313,500,-1
313,504,1
313,505,1
314,220,1
314,457,1
314,465,1
314,506,1
314,507,1
314,508,1
315,458,1
315,498,1
315,502,-1
315,506,-1
315,509,1
316,466,1
316,501,-1
316,504,-1
316,507,-1
316,510,1
317,282,1
317,503,-1
317,505,-1
317,508,-1
317,509,-1
317,510,-1
318,266,1
318,467,1
318,511,1
318,512,1
319,267,1
319,500,1
319,511,-1
319,513,1
320,468,1
320,501,1
320,512,-1
320,513,-1
321,268,1
321,285,1
321,511,1
321,514,1
321,515,1
322,229,1
322,469,1
322,516,1
322,517,1
323,470,1
323,512,1
323,514,-1
323,516,-1
323,518,1
324,286,1
324,515,-1
324,517,-1
324,518,-1
325,478,1
325,485,1
325,488,1
325,519,1
325,520,1
326,272,1
326,479,1
326,519,-1
326,521,1
327,277,1
327,489,1
327,520,-1
327,521,-1
328,490,1
328,499,1
328,502,1
328,522,1
328,523,1
329,278,1
329,491,1
329,522,-1
329,524,1
330,283,1
330,503,1
330,523,-1
330,524,-1
331,504,1
331,513,1
331,514,1
331,525,1
331,526,1
332,284,1
332,505,1
332,525,-1
332,527,1
333,287,1
333,515,1
333,526,-1
333,527,-1
334,295,1
334,528,1
334,529,1
335,296,1
335,322,1
335,528,-1
335,530,1
335,531,1
335,532,1
336,323,1
336,530,-1
336,533,1
337,529,-1
337,531,-1
337,534,1
337,535,1
338,532,-1
338,533,-1
338,534,-1
338,536,1
339,535,-1
339,536,-1
340,305,1
340,537,1
340,538,1
341,297,1
341,334,1
341,528,1
341,539,1
341,540,1
341,541,1
342,306,1
342,335,1
342,537,-1
342,542,1
342,543,1
342,544,1
343,336,1
343,539,-1
343,542,-1
343,545,1
344,529,1
344,540,-1
344,546,1
344,547,1
345,538,-1
345,543,-1
345,548,1
345,549,1
346,541,-1
346,544,-1
346,545,-1
346,546,-1
346,548,-1
346,550,1
347,547,-1
347,549,-1
347,550,-1
348,315,1
348,551,1
348,552,1
349,307,1
349,348,1
349,537,1
349,553,1
349,554,1
349,555,1
350,316,1
350,349,1
350,551,-1
350,556,1
350,557,1
350,558,1
351,350,1
351,553,-1
351,556,-1
351,559,1
352,538,1
352,554,-1
352,560,1
352,561,1
353,552,-1
353,557,-1
353,562,1
353,563,1
354,555,-1
354,558,-1
354,559,-1
354,560,-1
354,562,-1
354,564,1
355,561,-1
355,563,-1
355,564,-1
356,317,1
356,358,1
356,551,1
356,565,1
356,566,1
356,567,1
357,359,1
357,565,-1
357,568,1
358,552,1
358,566,-1
358,569,1
358,570,1
359,567,-1
359,568,-1
359,569,-1
359,571,1
360,570,-1
360,571,-1
361,324,1
361,368,1
361,530,1
361,572,1
361,573,1
361,574,1
362,337,1
362,369,1
362,539,1
362,572,-1
362,575,1
362,576,1
363,531,1
363,540,1
363,577,1
363,578,1
363,579,1
364,532,1
364,573,-1
364,577,-1
364,580,1
364,581,1
365,578,-1
365,580,-1
365,582,1
365,583,1
366,541,1
366,575,-1
366,579,-1
366,582,-1
366,584,1
367,574,-1
367,576,-1
367,581,-1
367,583,-1
367,584,-1
368,338,1
368,380,1
368,542,1
368,585,1
368,586,1
368,587,1
369,351,1
369,381,1
369,553,1
369,585,-1
369,588,1
369,589,1
370,543,1
370,554,1
370,590,1
370,591,1
370,592,1
371,544,1
371,586,-1
371,590,-1
371,593,1
371,594,1
372,591,-1
372,593,-1
372,595,1
372,596,1
373,555,1
373,588,-1
373,592,-1
373,595,-1
373,597,1
374,587,-1
374,589,-1
374,594,-1
374,596,-1
374,597,-1
375,352,1
375,392,1
375,556,1
375,598,1
375,599,1
375,600,1
376,360,1
376,393,1
376,565,1
376,598,-1
376,601,1
376,602,1
377,557,1
377,566,1
377,603,1
377,604,1
377,605,1
378,558,1
378,599,-1
378,603,-1
378,606,1
378,607,1
379,604,-1
379,606,-1
379,608,1
379,609,1
380,567,1
380,601,-1
380,605,-1
380,608,-1
380,610,1
381,600,-1
381,602,-1
381,607,-1
381,609,-1
381,610,-1
382,370,1
382,572,1
382,611,1
382,612,1
383,371,1
383,401,1
383,611,-1
383,613,1
383,614,1
383,615,1
384,402,1
384,613,-1
384,616,1
385,533,1
385,573,1
385,617,1
385,618,1
386,574,1
386,612,-1
386,614,-1
386,617,-1
386,619,1
386,620,1
387,615,-1
387,616,-1
387,619,-1
387,621,1
388,618,-1
388,620,-1
388,621,-1
389,382,1
389,585,1
389,622,1
389,623,1
390,372,1
390,413,1
390,611,1
390,624,1
390,625,1
390,626,1
391,383,1
391,414,1
391,622,-1
391,627,1
391,628,1
391,629,1
392,415,1
392,624,-1
392,627,-1
392,630,1
393,545,1
393,575,1
393,586,1
393,631,1
393,632,1
393,633,1
394,576,1
394,612,1
394,625,-1
394,631,-1
394,634,1
394,635,1
395,587,1
395,623,-1
395,628,-1
395,632,-1
395,636,1
395,637,1
396,626,-1
396,629,-1
396,630,-1
396,634,-1
396,636,-1
396,638,1
397,633,-1
397,635,-1
397,637,-1
397,638,-1
398,394,1
398,598,1
398,639,1
398,640,1
399,384,1
399,427,1
399,622,1
399,641,1
399,642,1
399,643,1
400,395,1
400,428,1
400,639,-1
400,644,1
400,645,1
400,646,1
401,429,1
401,641,-1
401,644,-1
401,647,1
402,559,1
402,588,1
402,599,1
402,648,1
402,649,1
402,650,1
403,589,1
403,623,1
403,642,-1
403,648,-1
403,651,1
403,652,1
404,600,1
404,640,-1
404,645,-1
404,649,-1
404,653,1
404,654,1
405,643,-1
405,646,-1
405,647,-1
405,651,-1
405,653,-1
405,655,1
406,650,-1
406,652,-1
406,654,-1
406,655,-1
407,396,1
407,437,1
407,639,1
407,656,1
407,657,1
407,658,1
408,438,1
408,656,-1
408,659,1
409,568,1
409,601,1
409,660,1
409,661,1
410,602,1
410,640,1
410,657,-1
410,660,-1
410,662,1
410,663,1
411,658,-1
411,659,-1
411,662,-1
411,664,1
412,661,-1
412,663,-1
412,664,-1
413,403,1
413,447,1
413,613,1
413,665,1
413,666,1
413,667,1
414,416,1
414,448,1
414,624,1
414,665,-1
414,668,1
414,669,1
415,614,1
415,625,1
415,670,1
415,671,1
415,672,1
416,615,1
416,666,-1
416,670,-1
416,673,1
416,674,1
417,671,-1
417,673,-1
417,675,1
417,676,1
418,626,1
418,668,-1
418,672,-1
418,675,-1
418,677,1
419,667,-1
419,669,-1
419,674,-1
419,676,-1
419,677,-1
420,417,1
420,459,1
420,627,1
420,678,1
420,679,1
420,680,1
421,430,1
421,460,1
421,641,1
421,678,-1
421,681,1
421,682,1
422,628,1
422,642,1
422,683,1
422,684,1
422,685,1
423,629,1
423,679,-1
423,683,-1
423,686,1
423,687,1
424,684,-1
424,686,-1
424,688,1
424,689,1
425,643,1
425,681,-1
425,685,-1
425,688,-1
425,690,1
426,680,-1
426,682,-1
426,687,-1
426,689,-1
426,690,-1
427,431,1
427,471,1
427,644,1
427,691,1
427,692,1
427,693,1
428,439,1
428,472,1
428,656,1
428,691,-1
428,694,1
428,695,1
429,645,1
429,657,1
429,696,1
429,697,1
429,698,1
430,646,1
430,692,-1
430,696,-1
430,699,1
430,700,1
431,697,-1
431,699,-1
431,701,1
431,702,1
432,658,1
432,694,-1
432,698,-1
432,701,-1
432,703,1
433,693,-1
433,695,-1
433,700,-1
433,702,-1
433,703,-1
434,449,1
434,665,1
434,704,1
434,705,1
435,450,1
435,480,1
435,704,-1
435,706,1
435,707,1
435,708,1
436,481,1
436,706,-1
436,709,1
437,616,1
437,666,1
437,710,1
437,711,1
438,667,1
438,705,-1
438,707,-1
438,710,-1
438,712,1
438,713,1
439,708,-1
439,709,-1
439,712,-1
439,714,1
440,711,-1
440,713,-1
440,714,-1
441,461,1
441,678,1
441,715,1
441,716,1
442,451,1
442,492,1
442,704,1
442,717,1
442,718,1
442,719,1
443,462,1
443,493,1
443,715,-1
443,720,1
443,721,1
443,722,1
444,494,1
444,717,-1
444,720,-1
444,723,1
445,630,1
445,668,1
445,679,1
445,724,1
445,725,1
445,726,1
446,669,1
446,705,1
446,718,-1
446,724,-1
446,727,1
446,728,1
447,680,1
447,716,-1
447,721,-1
447,725,-1
447,729,1
447,730,1
448,719,-1
448,722,-1
448,723,-1
448,727,-1
448,729,-1
448,731,1
449,726,-1
449,728,-1
449,730,-1
449,731,-1
450,473,1
450,691,1
450,732,1
450,733,1
451,463,1
451,506,1
451,715,1
451,734,1
451,735,1
451,736,1
452,474,1
452,507,1
452,732,-1
452,737,1
452,738,1
452,739,1
453,508,1
453,734,-1
453,737,-1
453,740,1
454,647,1
454,681,1
454,692,1
454,741,1
454,742,1
454,743,1
455,682,1
455,716,1
455,735,-1
455,741,-1
455,744,1
455,745,1
456,693,1
456,733,-1
456,738,-1
456,742,-1
456,746,1
456,747,1
457,736,-1
457,739,-1
457,740,-1
457,744,-1
457,746,-1
457,748,1
458,743,-1
458,745,-1
458,747,-1
458,748,-1
459,475,1
459,516,1
459,732,1
459,749,1
459,750,1
459,751,1
460,517,1
460,749,-1
460,752,1
461,659,1
461,694,1
461,753,1
461,754,1
462,695,1
462,733,1
462,750,-1
462,753,-1
462,755,1
462,756,1
463,751,-1
463,752,-1
463,755,-1
463,757,1
464,754,-1
464,756,-1
464,757,-1
465,482,1
465,519,1
465,706,1
465,758,1
465,759,1
465,760,1
466,495,1
466,520,1
466,717,1
466,758,-1
466,761,1
466,762,1
467,707,1
467,718,1
467,763,1
467,764,1
467,765,1
468,708,1
468,759,-1
468,763,-1
468,766,1
468,767,1
469,764,-1
469,766,-1
469,768,1
469,769,1
470,719,1
470,761,-1
470,765,-1
470,768,-1
470,770,1
471,760,-1
471,762,-1
471,767,-1
471,769,-1
471,770,-1
472,496,1
472,522,1
472,720,1
472,771,1
472,772,1
472,773,1
473,509,1
473,523,1
473,734,1
473,771,-1
473,774,1
473,775,1
474,721,1
474,735,1
474,776,1
474,777,1
474,778,1
475,722,1
475,772,-1
475,776,-1
475,779,1
475,780,1
476,777,-1
476,779,-1
476,781,1
476,782,1
477,736,1
477,774,-1
477,778,-1
477,781,-1
477,783,1
478,773,-1
478,775,-1
478,780,-1
478,782,-1
478,783,-1
479,510,1
479,525,1
479,737,1
479,784,1
479,785,1
479,786,1
480,518,1
480,526,1
